"Callsign","Frequency","City","State","Licensee","Format"
"WMBI","1110 AM","Chicago","Illinois","Capstar TX LLC","News and Talk"
"WMVP","1000 AM","Chicago","Illinois","BAS Broadcasting","Other"
"WNTD","950 AM","Chicago","Illinois","Kent State University","News and Talk"
"WRTO","1200 AM","Chicago","Illinois","Board of Regents, University of Wisconsin System","Rock, Alternative, or Indie"
"WSBC","1240 AM","Chicago","Illinois","WRIG, Inc.","News and Talk"
"WSCR","670 AM","Chicago","Illinois","Woodward Communications, Inc.","Other"
"WYLL","1160 AM","Chicago","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBBM-FM","96.3 FM","Chicago","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WBEZ","91.5 FM","Chicago","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WDRV","97.1 FM","Chicago","Illinois","Dayton City Schools","Other"
"WFMT","98.7 FM","Chicago","Illinois","Blanchard River Broadcasting Company","News and Talk"
"WGCI-FM","107.5 FM","Chicago","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WHPK","88.5 FM","Chicago","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WIIT","88.9 FM","Chicago","Illinois","La Cadena Mundial Hispana, Inc.","Other"
"WJMK","104.3 FM","Chicago","Illinois","Christian Faith Broadcast, Inc.","Religious"
"WKKC","89.3 FM","Chicago","Illinois","Lighthouse Ministries of Northwest Ohio","Religious"
"WKQX","101.1 FM","Chicago","Illinois","Jackson County Broadcasting, Inc.","Pop or Contemporary"
"WKSC-FM","103.5 FM","Chicago","Illinois","Kent State University","News and Talk"
"WLIT-FM","93.9 FM","Chicago","Illinois","Lakota Local School District","Rock, Alternative, or Indie"
"WLS-FM","94.7 FM","Chicago","Illinois","ArcAngel Broadcasting Foundation","Religious"
"WLUP-FM","97.9 FM","Chicago","Illinois","CC Licenses, LLC","News and Talk"
"WLUW","88.7 FM","Chicago","Illinois","CC Licenses, LLC","News and Talk"
"WMBI-FM","90.1 FM","Chicago","Illinois","Capstar TX LLC","News and Talk"
"WRTE","90.7 FM","Chicago","Illinois","Board of Regents, University of Wisconsin System","Rock, Alternative, or Indie"
"WSHE-FM","100.3 FM","Chicago","Illinois","Radio Plus Bay Cities, LLC","Pop or Contemporary"
"WUSN","99.5 FM","Chicago","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXAV","88.3 FM","Chicago","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXRT","93.1 FM","Chicago","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WZRD","88.3 FM","Chicago","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGHC-LP","98.3 FM","Chicago","Illinois","Christian Faith Broadcast, Inc.","Religious"
"WPMJ","94.3 FM","Chillicothe","Illinois","Zoe Communications, Inc.","Country"
"WXLT","103.5 FM","Christopher","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCEV","1450 AM","Cicero","Illinois","Priority Communications of Ohio, LLC.","Other"
"WRLL","1450 AM","Cicero","Illinois","Nicolet Broadcasting, Inc.","Pop or Contemporary"
"WZQC-LP","99.1 FM","Cicero","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WWQC","107.3 FM","Clifton","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHOW","1520 AM","Clinton","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WEZC","95.9 FM","Clinton","Illinois","First Family Broadcasting","Other"
"WRXQ","100.7 FM","Coal City","Illinois","WRVM, Inc.","Religious"
"WGNX","96.7 FM","Colchester","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WMQZ","104.1 FM","Colchester","Illinois","Positive Radio Group, Inc. of Ohio","Other"
"WRPW","92.9 FM","Colfax","Illinois","Baraboo Broadcasting Corp.","Pop or Contemporary"
"KPNT","105.7 FM","Collinsville","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"KLLT","104.9 FM","Columbia","Illinois","Gateway Creative Broadcasting, Inc.","Religious"
"WCCQ","98.3 FM","Crest Hill","Illinois","New Spirit Revival Center Ministries, Inc.","Religious"
"WBMF","88.1 FM","Crete","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WYCA","102.3 FM","Crete","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WAIT","850 AM","Crystal Lake","Illinois","LAZER BROADCASTING LLC","International"
"WILP","98.1 FM","Cuba","Illinois","AVC Communications, Inc.","Other"
"WQKQ","92.1 FM","Dallas City","Illinois","Case Communications LLC","Other"
"WITY","980 AM","Danville","Illinois","Aloha Station Trust, LLC","News and Talk"
"WDNL","102.1 FM","Danville","Illinois","WDLW Radio, Inc.","Oldies"
"WRHK","94.9 FM","Danville","Illinois","Sacred Heart Educational Association","Religious"
"WJMU","89.5 FM","Decatur","Illinois","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WLLU-LP","107.9 FM","Decatur","Illinois","Elyria-Lorain Broadcasting Co.","Rock, Alternative, or Indie"
"WYDS","93.1 FM","Decatur","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WEEF","1430 AM","Deerfield","Illinois","World Evangelistic Enterprise Corporation","Religious"
"WCPT-FM","92.5 FM","Dekalb","Illinois","ideastream","News and Talk"
"WDKB","94.9 FM","Dekalb","Illinois","D.A. Peterson, Inc.","Pop or Contemporary"
"WPPN","106.7 FM","Des Plaines","Illinois","State of Wisconsin – Educational Communications Board","News and Talk"
"WIXN","1460 AM","Dixon","Illinois","Aloha Station Trust, LLC","News and Talk"
"WLPL-LP","104.3 FM","Dixon","Illinois","WLOH Radio Company","News and Talk"
"WRCV","101.7 FM","Dixon","Illinois","Fruit Broadcasting, LLC","Country"
"WTGT-LP","100.9 FM","Donnellson","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WDGC-FM","88.3 FM","Downers Grove","Illinois","Citicasters Licenses, Inc.","Pop or Contemporary"
"WDQN","1580 AM","Du Quoin","Illinois","Dayton City Schools","Other"
"WFXF","103.9 FM","Dundee","Illinois","Media One Holdings, LLC","Other"
"WDQN-FM","95.9 FM","DuQuoin","Illinois","Dayton City Schools","Other"
"WGVD-LP","97.3 FM","Dwight","Illinois","Cincinnati Public Radio","News and Talk"
"WJEZ","98.9 FM","Dwight","Illinois","WJER Radio, LLC.","Other"
"WMKB","102.9 FM","Earlville","Illinois","BAS Broadcasting","Country"
"WDLM","960 AM","East Moline","Illinois","D.A. Peterson, Inc.","Pop or Contemporary"
"KUUL","101.3 FM","East Moline","Illinois","Central Ozark Radio Network, Inc.","Pop or Contemporary"
"WDLM-FM","89.3 FM","East Moline","Illinois","D.A. Peterson, Inc.","Pop or Contemporary"
"WCBW-FM","89.7 FM","East St. Louis","Illinois","Garrison City Radio Group, LLC","Pop or Contemporary"
"WXOS","101.1 FM","East St. Louis","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WRYT","1080 AM","Edwardsville","Illinois","WRVM, Inc.","Religious"
"WSIE","88.7 FM","Edwardsville","Illinois","Sheboygan Area School District","Other"
"WCRA","1090 AM","Effingham","Illinois","BAS Broadcasting","Pop or Contemporary"
"WCRC","95.7 FM","Effingham","Illinois","BAS Broadcasting","Pop or Contemporary"
"WGMR","91.3 FM","Effingham","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WXEF","97.9 FM","Effingham","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WEBQ-FM","102.3 FM","Eldorado","Illinois","Citicasters Licenses, Inc.","Rock, Alternative, or Indie"
"WRMN","1410 AM","Elgin","Illinois","Nicolet Broadcasting, Inc.","Country"
"WEPS","88.9 FM","Elgin","Illinois","Elyria-Lorain Broadcasting Co.","News and Talk"
"WCKG","1530 AM","Elmhurst","Illinois","Jackson County Broadcasting, Inc.","Country"
"WRSE","88.7 FM","Elmhurst","Illinois","Good Karma Broadcasting L.L.C.","News and Talk"
"WFYR","97.3 FM","Elmwood","Illinois","Capstar TX LLC","Rock, Alternative, or Indie"
"WQUD","105.5 FM","Erie","Illinois","Seehafer Broadcasting Corporation","Rock, Alternative, or Indie"
"WPIA","98.5 FM","Eureka","Illinois","Menomonie Christian Radio, Inc.","Religious"
"WKTA","1330 AM","Evanston","Illinois","Kent State University","News and Talk"
"WNUR-FM","89.3 FM","Evanston","Illinois","Sunny Broadcasting, LLC","Other"
"WOJO","105.1 FM","Evanston","Illinois","Lac Courte Orielles Ojibwa Public","Other"
"WIBL","107.7 FM","Fairbury","Illinois","La Cadena Mundial Hispana, Inc.","Other"
"WFIW","1390 AM","Fairfield","Illinois","Blanchard River Broadcasting Company","News and Talk"
"WFIW-FM","104.9 FM","Fairfield","Illinois","Blanchard River Broadcasting Company","News and Talk"
"WOKZ","105.9 FM","Fairfield","Illinois","Clear Channel Broadcasting Licenses, Inc.","Other"
"KQQZ","1190 AM","Fairview Heights","Illinois","Twenty-One Sound Communications, Inc.","Other"
"WWHP","98.3 FM","Farmer City","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WZPN","96.5 FM","Farmington","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGNN","102.5 FM","Fisher","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WNOI","103.9 FM","Flora","Illinois","Our Lady of Guadalupe Radio, Inc., dba Annunciation Radio","Religious"
"WHFH","88.5 FM","Flossmoor","Illinois","Heidelberg College","Other"
"WZJM-LP","99.9 FM","Freeburg","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WFRL","1570 AM","Freeport","Illinois","Our Lady of Guadalupe Radio, Inc. d/b/a Annunciation Radio","Other"
"WFPS","92.1 FM","Freeport","Illinois","Our Lady of Guadalupe Radio, Inc. d/b/a Annunciation Radio","Other"
"WHRD","106.9 FM","Freeport","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WQJT-LP","105.7 FM","Freeport","Illinois","Case Communications LLC","Other"
"WXXQ","98.5 FM","Freeport","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WISH-FM","98.9 FM","Galatia","Illinois","Aloha Station Trust, LLC","News and Talk"
"WDBQ-FM","107.5 FM","Galena","Illinois","Johnson Communications","Hip-hop"
"WAIK","1590 AM","Galesburg","Illinois","LAZER BROADCASTING LLC","International"
"WGIL","1400 AM","Galesburg","Illinois","Christian Faith Broadcast, Inc.","Religious"
"WAAG","94.9 FM","Galesburg","Illinois","LAZER BROADCASTING LLC","International"
"WLSR","92.7 FM","Galesburg","Illinois","ArcAngel Broadcasting Foundation","Religious"
"WVCL-LP","95.7 FM","Galesburg","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WVKC","90.7 FM","Galesburg","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WJRE","102.5 FM","Galva","Illinois","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WAXR","88.1 FM","Geneseo","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WGRG-LP","100.5 FM","Geneseo","Illinois","Bible Broadcasting, Inc.","Religious"
"WSPY","1480 AM","Geneva","Illinois","Muzzy Broadcast Group, LLC","Other"
"WYRB","106.3 FM","Genoa","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGCY","106.3 FM","Gibson City","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WYUR","103.7 FM","Gilman","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHPI","101.1 FM","Glasford","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WDCB","90.9 FM","Glen Ellyn","Illinois","Blue Chip Broadcasting Licenses, Ltd.","Hip-hop"
"WJKL","94.3 FM","Glendale Heights","Illinois","American Family Association","Religious"
"WGBK","88.5 FM","Glenview","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WKYX-FM","94.3 FM","Golconda","Illinois","Blanchard River Broadcasting Company","Country"
"WGNU","920 AM","Granite City","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WARH","106.5 FM","Granite City","Illinois","New Hampshire Gospel Radio, Inc.","Religious"
"WGEL","101.7 FM","Greenville","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGRN","89.5 FM","Greenville","Illinois","Christian Broadcasting System","Religious"
"WEBQ","1240 AM","Harrisburg","Illinois","Citicasters Licenses, Inc.","Rock, Alternative, or Indie"
"WIHM-FM","88.1 FM","Harrisburg","Illinois","La Cadena Mundial Hispana, Inc.","Other"
"WOOZ-FM","99.9 FM","Harrisburg","Illinois","Seehafer Broadcasting Corp","Other"
"WCNM","88.9 FM","Harvard","Illinois","Marietta College","Other"
"WHIW-LP","101.3 FM","Harvard","Illinois","Cox Radio","News and Talk"
"WBGX","1570 AM","Harvey","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WDUK","99.3 FM","Havana","Illinois","Denison University","Other"
"WRVY-FM","100.5 FM","Henry","Illinois","WRVM, Inc.","Religious"
"WJPF","1340 AM","Herrin","Illinois","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WTAO-FM","92.7 FM","Herrin","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBBE","97.9 FM","Heyworth","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WIJR","880 AM","Highland","Illinois","La Cadena Mundial Hispana, Inc.","Other"
"WQQW","1510 AM","Highland","Illinois","Radio 74 Internationale","Religious"
"WVIV-FM","103.1 FM","Highland Park","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXAJ","99.7 FM","Hillsboro","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHSD","88.5 FM","Hinsdale","Illinois","Our Lady of Guadalupe Radio, Inc., dba Annunciation Radio","Religious"
"WHPO","100.9 FM","Hoopeston","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WHRU-LP","101.5 FM","Huntley","Illinois","Our Lady of Guadalupe Radio, Inc., dba Annunciation Radio","Religious"
"WYML-LP","99.9 FM","Ingleside","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WWHN-FM","88.9 FM","Irondale","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WJIL","1550 AM","Jacksonville","Illinois","VCY America","Religious"
"WJBM","1480 AM","Jerseyville","Illinois","Quiet Radio Inc. d/b/a WJAW Radio","Other"
"WJOL","1340 AM","Joliet","Illinois","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WWHN","1510 AM","Joliet","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCSF","88.7 FM","Joliet","Illinois","Cleveland State University","Other"
"WJCH","91.9 FM","Joliet","Illinois","Quiet Radio Inc. d/b/a WJAW Radio","Other"
"WSSR","96.7 FM","Joliet","Illinois","Entercom License, LLC","Other"
"WKAN","1320 AM","Kankakee","Illinois","Urban Radio Licenses, LLC","Pop or Contemporary"
"WAGI-LP","97.5 FM","Kankakee","Illinois","LAZER BROADCASTING LLC","International"
"WAWF","88.3 FM","Kankakee","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WBEK","91.1 FM","Kankakee","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WEGN","88.7 FM","Kankakee","Illinois","Childers Media Group LLC","Rock, Alternative, or Indie"
"WFAV","95.1 FM","Kankakee","Illinois","First Family Broadcasting","Other"
"WONU","89.7 FM","Kankakee","Illinois","Seehafer Broadcasting Corp","Other"
"WVLI","92.7 FM","Kankakee","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKEI","1450 AM","Kewanee","Illinois","Citicasters Licenses, Inc.","Pop or Contemporary"
"WKAY","105.3 FM","Knoxville","Illinois","Urban Radio Licenses, LLC","Pop or Contemporary"
"WRDZ","1300 AM","La Grange","Illinois","Durand Broadcasting","Country"
"WLTL","88.1 FM","La Grange","Illinois","ArcAngel Broadcasting Foundation","Religious"
"WAJK","99.3 FM","La Salle","Illinois","LAZER BROADCASTING LLC","International"
"WNIW","91.3 FM","La Salle","Illinois","Media-Com, Inc.","News and Talk"
"WMXM","88.9 FM","Lake Forest","Illinois","Spryex Communications","Rock, Alternative, or Indie"
"WLGS-LP","101.5 FM","Lake Villa","Illinois","WLGN, LLC.","Oldies"
"WSRB","106.3 FM","Lansing","Illinois","Muzzy Broadcast Group, LLC","Other"
"WLPO","1220 AM","LaSalle","Illinois","WLOH Radio Company","News and Talk"
"WAKO","910 AM","Lawrenceville","Illinois","LAZER BROADCASTING LLC","International"
"WAKO-FM","103.1 FM","Lawrenceville","Illinois","LAZER BROADCASTING LLC","International"
"WAED","88.5 FM","Lee","Illinois","LAZER BROADCASTING LLC","International"
"WVIX","93.5 FM","Lemont","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WQLF","102.1 FM","Lena","Illinois","Case Communications LLC","Other"
"WZIM","99.5 FM","Lexington","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WLLM","1370 AM","Lincoln","Illinois","Elyria-Lorain Broadcasting Co.","Rock, Alternative, or Indie"
"WLNX","88.9 FM","Lincoln","Illinois","Elyria-Lorain Broadcasting Co.","Rock, Alternative, or Indie"
"WAES","88.1 FM","Lincolnshire","Illinois","LAZER BROADCASTING LLC","International"
"WSMI","1540 AM","Litchfield","Illinois","WPW Broadcasting, Inc.","Country"
"WSMI-FM","106.1 FM","Litchfield","Illinois","WPW Broadcasting, Inc.","Country"
"WLRA","88.1 FM","Lockport","Illinois","WLOH Radio Company","News and Talk"
"WLUV","1520 AM","Loves Park","Illinois","CC Licenses, LLC","News and Talk"
"WILV","91.1 FM","Loves Park","Illinois","AVC Communications, Inc.","Other"
"WKGL-FM","96.7 FM","Loves Park","Illinois","Citicasters Licenses, Inc.","Pop or Contemporary"
"WYEC","1510 AM","Macomb","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHPA","89.7 FM","Macomb","Illinois","Cumulus Licensing LLC","Pop or Contemporary"
"WIUM","91.3 FM","Macomb","Illinois","Aloha Station Trust, LLC","News and Talk"
"WIUS","88.3 FM","Macomb","Illinois","Aloha Station Trust, LLC","News and Talk"
"WJEQ","102.7 FM","Macomb","Illinois","Sunny Broadcasting, LLC","Other"
"WKAI","100.1 FM","Macomb","Illinois","Urban Radio Licenses, LLC","Pop or Contemporary"
"WTND-LP","106.3 FM","Macomb","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WZUS","100.9 FM","Macon","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXMR-LP","94.3 FM","Marengo","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGGH","1150 AM","Marion","Illinois","Y-Town Radio Broadcasting, LLC","Hip-hop"
"WAWJ","90.1 FM","Marion","Illinois","Winnipesaukee Radio Station, LLC","Other"
"WDKR","107.3 FM","Maroa","Illinois","D.A. Peterson, Inc.","Pop or Contemporary"
"WLWF","96.5 FM","Marseilles","Illinois","Citicasters Licenses, Inc.","Other"
"WMMC","105.9 FM","Marshall","Illinois","Citicasters Licenses, Inc.","Other"
"WLBH","1170 AM","Mattoon","Illinois","Blanchard River Broadcasting Company","Country"
"WLBH-FM","96.9 FM","Mattoon","Illinois","Blanchard River Broadcasting Company","Country"
"WLKL","89.9 FM","Mattoon","Illinois","Lakota Local School District","Rock, Alternative, or Indie"
"WMCL","1060 AM","McLeansboro","Illinois","Capstar TX LLC","News and Talk"
"WMOK","920 AM","Metropolis","Illinois","Vernon R. Baldwin, Inc.","News and Talk"
"WJLI","98.3 FM","Metropolis","Illinois","Christian Faith Broadcast, Inc.","Religious"
"WREZ","105.5 FM","Metropolis","Illinois","Durand Broadcasting","Country"
"WJCZ","91.3 FM","Milford","Illinois","John Carroll University","Other"
"WMNK","88.5 FM","Minooka","Illinois","North American Broadcasting","Other"
"WFXN","1230 AM","Moline","Illinois","Media One Holdings, LLC","Rock, Alternative, or Indie"
"WXLP","96.9 FM","Moline","Illinois","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGEN-FM","88.9 FM","Monee","Illinois","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WRAM","1330 AM","Monmouth","Illinois","Seehafer Broadcasting Corporation","Rock, Alternative, or Indie"
"WMOI","97.7 FM","Monmouth","Illinois","Vernon R. Baldwin, Inc.","News and Talk"
"WPFS-LP","105.9 FM","Monmouth","Illinois","Park Falls Community Broadcasting Corporation","News and Talk"
"WCSJ","1550 AM","Morris","Illinois","Cleveland State University","Other"
"WBEQ","90.7 FM","Morris","Illinois","Winnipesaukee Radio Station, LLC","Other"
